dba_name,postal_code,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,naics_description,address,Incoming_Visitor_home_census_blocks,POI_risk_final
CLOTHES,92110,60730065001,"{""060730056001"":8,""060730206023"":7,""060730083441"":6,""530530713042"":6,""060730215001"":5,""060730083541"":4,""060070031003"":4,""060730054002"":4,""060730101071"":4,""060730100053"":4,""060730176011"":4,""040131125101"":4,""060730170422"":4,""060730091072"":4,""060730085041"":4,""060730208092"":4,""040190043221"":4,""060730031073"":4,""060730032093"":4,""060730083542"":4,""060650435072"":4,""060730101104"":4,""060650419061"":4,""060730068021"":4,""060730203061"":4,""060730133102"":4,""060730133101"":4,""060730068022"":4,""060730068011"":4,""060730068023"":4,""060730164025"":4,""060650427381"":4,""060730091011"":4,""060730141021"":4,""060730100012"":4}","{""060375438023"":10,""060730085111"":6,""060070031003"":4,""060730082001"":4,""060730089014"":4,""060730154044"":4,""060730100121"":4,""060730083461"":4,""060730173042"":4,""060730157013"":4,""060730165031"":4,""060730053003"":4,""060730133101"":4,""490490101131"":4,""060730154043"":4,""060730214001"":4,""060730204011"":4,""060730032084"":4,""060730100142"":4,""060730076005"":4,""060730100151"":4,""060650427381"":4,""060710100171"":4,""060730095111"":4,""060730170301"":4,""530330265001"":4,""060730043001"":4,""060730133102"":4,""060730166093"":4,""060650427331"":4,""060730197023"":4,""060730068011"":4,""060730068023"":4,""060730133141"":4,""060290054015"":4,""320030036211"":4,""060730117002"":4,""060730206023"":4,""060730170422"":4,""060730159022"":4,""060730074005"":4,""060730065001"":4,""060730032093"":4,""060730060001"":4,""060650446052"":4,""060730083542"":4,""060730025013"":4,""060710005043"":4,""060730101071"":4}",SWAP MEET VENDOR,SPORTS ARENA BLVD,"{'06073005600': 8, '06073020602': 7, '06073008344': 6, '53053071304': 6, '06073021500': 5, '06073008354': 4, '06007003100': 4, '06073005400': 4, '06073010107': 4, '06073010005': 4, '06073017601': 4, '04013112510': 4, '06073017042': 4, '06073009107': 4, '06073008504': 4, '06073020809': 4, '04019004322': 4, '06073003107': 4, '06073003209': 4, '06065043507': 4, '06073010110': 4, '06065041906': 4, '06073006802': 4, '06073020306': 4, '06073013310': 4, '06073006801': 4, '06073016402': 4, '06065042738': 4, '06073009101': 4, '06073014102': 4, '06073010001': 4}",0.999940694
CLOUD CLUB COLLECTIVE,92101,60730058001,"{""060730054002"":4}","{""060730054002"":4,""060730048002"":4}",OTHER PERSONAL CARE SERVICES,PACIFIC HWY,{'06073005400': 4},0.449671571
CLOVER PRESS INC,92130,60730083291,"{""060730083281"":5,""060730083291"":4}","{""080410003022"":4}",BOOK PUBLISHERS,HIGH BLUFF DR,"{'06073008328': 5, '06073008329': 4}",0.244339993
CLUB PILATES,92117,60730085012,"{""060710023043"":4,""060730085095"":4,""060730097041"":4}","{""060730089013"":5,""060730085012"":4}",FITNESS & RECREATIONAL SPORTS CENTERS,MORENA BLVD,"{'06071002304': 4, '06073008509': 4, '06073009704': 4}",0.349128533
CLUB PILATES 4S RANCH,92127,60730170321,"{""060730170301"":9,""060730170313"":4,""060730170321"":4,""060730170304"":4}","{""060730170301"":9,""060730170321"":5,""060730202142"":4,""060730083501"":4}",FITNESS & RECREATIONAL SPORTS CENTERS,DOVE CANYON RD,"{'06073017030': 9, '06073017031': 4, '06073017032': 4}",0.400150157
CLUB PILATES DEL MAR,92130,60730083291,"{""060730083332"":4}","{""060730083332"":5,""060730083302"":4,""061110066001"":4,""060730171061"":4}",ALL OTHER SCHOOLS & INSTRUCTION,EL CAMINO REAL nan,{'06073008333': 4},0.117076937
CLUB PILATES MIRA MESA,92126,60730083552,"{""060730083552"":4,""060730083562"":4,""060730030033"":4}","{""060374310014"":5,""060730083562"":4,""060730188024"":4}",OTHER PERSONAL CARE SERVICES,MIRA MESA BLVD,"{'06073008355': 4, '06073008356': 4, '06073003003': 4}",0.512401513
CLUB Z! IN HOME TUTORING OF VISTA LLC,92084,60730192073,"{""060730194041"":7,""060730192073"":4}","{""060730198033"":4,""060730194041"":4}",EXAM PREPARATION & TUTORING,ISABELLA WAY,"{'06073019404': 7, '06073019207': 4}",0.562645163
CLUBCMR BOUTIQUE,92128,60730170552,"{""060730170551"":4,""060730088003"":4}","{""060730170552"":5,""060730096021"":4,""060730203061"":4,""060730170553"":4,""060730212021"":4}","APPAREL, PIECE GOODS & NOTIONS WHSLE",CARMEL RIDGE RD,"{'06073017055': 4, '06073008800': 4}",0.290305256
CLUTCH SPORT WEAR,92173,60730100151,{},{},RETAIL SALES VIA INTERNET/WEBSITES,E SAN YSIDRO BLVD,{},0
CLX MEDICAL TRANSPORTATION INC,92123,60730085111,"{""060730170562"":4}","{""060730136043"":7}",ALL OTHER TRANSIT & GROUND PASSENGER TRANS,CHESAPEAKE DR,{'06073017056': 4},0.043466426
COACHING TO FULFILLMENT,92103,60730004001,{},{},ALL OTHER PERSONAL SERVICES,WASHINGTON ST,{},0
COAST MOTORS,92110,60730065001,"{""120910227001"":4,""060730052002"":4}","{""060730092022"":4}",USED CAR DEALERS,MIDWAY DR,"{'12091022700': 4, '06073005200': 4}",0.449671571
COAST PACIFIC PROPERTIES,92121,60730083461,"{""060730083461"":4,""060730081023"":4,""340057001031"":4,""060730194061"":4,""060730203051"":4,""060730083401"":4,""420293065041"":4,""060730083532"":4}","{""060730083501"":4,""060730083591"":4,""060730083502"":4,""060730083331"":4,""060730185191"":4,""340057001022"":4,""060730085071"":4,""060730083461"":4,""420454103022"":4}",REAL ESTATE,PACIFIC HEIGHTS BLVD,"{'06073008346': 4, '06073008102': 4, '34005700103': 4, '06073019406': 4, '06073020305': 4, '06073008340': 4, '42029306504': 4, '06073008353': 4}",0.658469013
COAST PEDIATRICS CARMEL VALLEY,92130,60730215001,"{""060730215001"":11,""060730083472"":4,""060730170091"":4,""060730172002"":4,""060730083281"":4,""060730083311"":4,""060730083301"":4,""060730157041"":4}","{""060730215001"":10,""060730092012"":4,""040131131002"":4,""060730215002"":4,""060730083541"":4,""060730083281"":4,""060730083472"":4}",OFFICES OF PHYSICIANS,VILLAGE WAY,"{'06073021500': 11, '06073008347': 4, '06073017009': 4, '06073017200': 4, '06073008328': 4, '06073008331': 4, '06073008330': 4, '06073015704': 4}",0.757188783
COASTAL ANALYTICAL,92121,60730083501,{},{},SCIENTIFIC R&D SERVICES,FERRIS SQ,{},0
COASTAL AUTO SALES,92111,60730085111,"{""060670074021"":4,""060730028031"":4}",{},USED CAR DEALERS,MERCURY ST,"{'06067007402': 4, '06073002803': 4}",0.467682827
COASTAL CARZ,92103,60730009005,"{""060730157032"":4}","{""060730208013"":4}",AUTOMOBILE DEALERS,PARK BLVD,{'06073015703': 4},0.338337677
COASTAL INK & TONER,92116,60730018001,"{""060730019003"":5,""060730032081"":4,""060730018004"":4,""060730155021"":4,""060730133131"":4,""360010139011"":4}","{""060730111003"":4,""060730133131"":4}",ALL OTHER MISC STORE RETAILERS (EXC TOBACCO),ADAMS AVE,"{'06073001900': 5, '06073003208': 4, '06073001800': 4, '06073015502': 4, '06073013313': 4, '36001013901': 4}",0.766994698
COASTAL MEDICAL AESTHETICS,92130,60730083291,"{""060730083281"":4}","{""060730083291"":4,""060730170421"":4}",OFFICES OF OTHER HEALTH PRACTITIONERS,DEL MAR HEIGHTS RD,{'06073008328': 4},0.117076937
COASTAL MEDICAL CONSULTANTS INC,92037,60730083611,"{""060730081022"":4}","{""060730083132"":4,""060730083611"":4,""060730170421"":4,""060730083483"":4}",OFFICES OF OTHER MENTAL HEALTH PRACTITIONERS,HOLIDAY CT,{'06073008102': 4},0.122219289
COASTAL MOTORSPORTS INC,92154,60730100151,{},{},MOTOR VEHICLE/MOTOR VEHICLE PT & SUPPLY WHSLE,SAINT ANDREWS AVE,{},0
COASTAL WATERJET LLC,92121,60730083391,{},{},OTHER TRANSPORTATION EQUIPMENT MFG,SORRENTO VALLEY RD,{},0
COASTALINK LOGISTICS INC,92108,60730087022,"{""530350912011"":6,""060730092021"":4,""060730088002"":4,""320030032371"":4,""060590320561"":4}","{""060730092021"":4}","GENERAL FREIGHT TRUCKING, LONG-DISTANCE",MISSION CENTER RD,"{'53035091201': 6, '06073009202': 4, '06073008800': 4, '32003003237': 4, '06059032056': 4}",0.358464724
COASTERRA,92101,60730062001,"{""060990003032"":6,""060670086002"":4,""120010022044"":4,""060730101112"":4,""060730186121"":4,""060730001002"":4,""060730026021"":4,""060730041003"":4,""040270111102"":4,""060730083242"":4,""060730083272"":4,""060730099021"":4,""060730214001"":4,""060730091021"":4,""060591100122"":4,""060730191063"":4,""060730085014"":4,""060730170212"":4,""060590320351"":4,""060730170544"":4,""060730029052"":4,""060730032131"":4,""060374811011"":4,""060730044003"":4,""060730083301"":4,""060730083513"":4,""060730145002"":4,""060730125022"":4,""060730168111"":4,""060590421122"":4}","{""060730168111"":4,""060730083301"":4,""060730178131"":4,""060730083541"":4,""060730153022"":4,""040270111122"":4,""060730127002"":4,""060730083331"":4,""060730200202"":4,""060730135042"":4,""060730062001"":4,""060374811011"":4,""060730100142"":4,""060730191063"":4,""060730069003"":4,""060591100122"":4,""040270111102"":4,""060590320351"":4,""060730097031"":4,""060730200132"":4,""261614130002"":4,""060730212052"":4,""120010022052"":4,""060730101112"":4,""160010003031"":4,""060990003032"":4}",FULL-SERVICE RESTAURANTS,HARBOR ISLAND DR,"{'06099000303': 6, '06067008600': 4, '12001002204': 4, '06073010111': 4, '06073018612': 4, '06073000100': 4, '06073002602': 4, '06073004100': 4, '04027011110': 4, '06073008324': 4, '06073008327': 4, '06073009902': 4, '06073021400': 4, '06073009102': 4, '06059110012': 4, '06073019106': 4, '06073008501': 4, '06073017021': 4, '06059032035': 4, '06073017054': 4, '06073002905': 4, '06073003213': 4, '06037481101': 4, '06073004400': 4, '06073008330': 4, '06073008351': 4, '06073014500': 4, '06073012502': 4, '06073016811': 4, '06059042112': 4}",0.998239389
COASTLINE FINANCIAL AND INSURANCE SOLUTIONS,92110,60730065001,"{""060730165024"":5,""060730199043"":5,""060371351021"":4,""060730054004"":4,""060730074004"":4,""060730001002"":4,""060730166162"":4,""060730212053"":4,""060730211003"":4,""060730065002"":4,""060730116022"":4,""060650432222"":4,""060730213032"":4}","{""060730074005"":5,""060730083072"":5,""060650432462"":4,""060730083581"":4,""060730074006"":4,""510594326001"":4,""060730074004"":4,""060730073022"":4,""060730166162"":4,""060730065002"":4}",INSURANCE CARRIERS & RELATED ACTIVITIES,ROSECRANS ST,"{'06073016502': 5, '06073019904': 5, '06037135102': 4, '06073005400': 4, '06073007400': 4, '06073000100': 4, '06073016616': 4, '06073021205': 4, '06073021100': 4, '06073006500': 4, '06073011602': 4, '06065043222': 4, '06073021303': 4}",0.989136245
COCO ROSE,92101,60730054001,"{""060730168022"":4,""060730219001"":4}","{""060730207072"":4}",CLOTHING & CLOTHING ACCESSORIES STORES,W HARBOR DR,"{'06073016802': 4, '06073021900': 4}",0.580789084
COCONUT THAI ASIAN BISTRO,92109,60730079101,"{""060730133141"":5,""040136193001"":5,""060730170224"":4,""060730080065"":4,""060730085111"":4}","{""060730170321"":4,""040136123001"":4,""060730080065"":4,""060730099021"":4}",FULL-SERVICE RESTAURANTS,MISSION BLVD,"{'06073013314': 5, '04013619300': 5, '06073017022': 4, '06073008006': 4, '06073008511': 4}",0.651983218
CODE NINJAS,92128,60730170141,"{""060730170141"":4,""060730182002"":4,""060730170191"":4,""060730170322"":4,""060730170153"":4,""060730170311"":4}","{""060730170153"":4,""060730170311"":4,""060730198031"":4,""060730207101"":4,""060730170322"":4,""060730170141"":4,""060730097031"":4}",OTHER SCHOOLS & INSTRUCTION,BERNARDO CENTER DR,"{'06073017014': 4, '06073018200': 4, '06073017019': 4, '06073017032': 4, '06073017015': 4, '06073017031': 4}",0.53665862
CODEVENTURE INC,92130,60730083353,{},{},EDUCATIONAL SUPPORT SERVICES,CARMEL VALLEY RD,{},0
CODY MONTARBO LLC ,92116,60730018006,"{""060730017003"":4,""060730170212"":4}","{""060730170542"":4,""060590525274"":4,""060650418081"":4}",BEAUTY SHOPS - BOOTH RENTAL,ADAMS AVE,"{'06073001700': 4, '06073017021': 4}",0.28600239
COFFEE AND TEA COLLECTIVE,92104,60730013001,"{""060730098051"":4,""060730170513"":4}","{""060650432351"":5}",SNACK & NONALCOHOLIC BEVERAGE BARS,EL CAJON BLVD,"{'06073009805': 4, '06073017051': 4}",0.232809056
COFFEE SHOP,92108,60730093042,{},{},SPECIAL FOOD SERVICES,RIO SAN DIEGO DR,{},0
COFFMAN ENGINEERS INC,92108,60730087022,"{""060730153021"":4,""060730071001"":4}",{},OTH SCIENTIFIC & TECHNICAL CONSULTING SERVICE,FRAZEE RD,"{'06073015302': 4, '06073007100': 4}",0.375760555
COGNITIVE CHATBOTS,92109,60730079052,"{""060730079052"":4}","{""060730085111"":6,""060730079052"":4}",MARKETING CONSULTING SERVICES,CASS ST,{'06073007905': 4},0.109621157
COGSTONE,92117,60730085031,"{""060730097033"":4}",{},"PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES",MORENA BLVD,{'06073009703': 4},0.201552247
COIN HUT LAUNDRY,92104,60730016003,"{""060730213021"":4,""060730032022"":4,""060730146012"":4,""060730031131"":4,""060730031011"":4}","{""060290002006"":4}",DRYCLEANING & LAUNDRY SERVICES,EL CAJON BLVD,"{'06073021302': 4, '06073003202': 4, '06073014601': 4, '06073003113': 4, '06073003101': 4}",0.817582389
COINSTAR,92126,60730083492,"{""060730170461"":4,""060730083531"":4}","{""060730083462"":4,""060730083461"":4}",COIN-COUNTING KIOSK,MIRA MESA BLVD,"{'06073017046': 4, '06073008353': 4}",0.233437548
COINSTAR ASSET HOLDINGS LLC,92154,60730170361,"{""060730104023"":4,""080590603004"":4,""060730126001"":4}","{""060730029043"":7,""060730029032"":6,""060730029033"":5,""060730161003"":5,""060730093043"":4,""060730028011"":4,""040132168493"":4,""060730097052"":4,""060730088002"":4,""060730029022"":4,""060730029021"":4,""060730151002"":4,""060730028041"":4,""060730027112"":4,""060730028031"":4,""060730148061"":4,""060730027021"":4,""060816132003"":4,""060730162012"":4}",OTHER PERSONAL SERVICES,UNIVERSITY AVE,"{'06073010402': 4, '08059060300': 4, '06073012600': 4}",0.636989738
COINSTAR ASSET HOLDINGS LLC ,92115,60730085025,"{""060730093012"":4,""060730092022"":4}","{""060730042001"":6,""060730168072"":5,""060730045011"":4,""060730091014"":4,""060730013001"":4,""060730028041"":4,""060730166161"":4,""060730170492"":4,""060730011002"":4,""060730016001"":4,""060730021002"":4,""060730043002"":4,""060730170484"":4,""060730199052"":4,""060730085094"":4,""060730052001"":4,""060730009002"":4}",COIN-COUNTING KIOSK,COLLEGE AVE,"{'06073009301': 4, '06073009202': 4}",0.352310687
COLBY NICHOLSON ,92101,60730052002,{},"{""060730053001"":4,""060371834022"":4}",OTHER PERSONAL & HOUSEHOLD GOODS R&M,9TH AVE,{},0
COLDSTONE CREAMERY,92106,60730214001,"{""060730089013"":5,""060730069001"":5,""060730148052"":5,""060730130001"":4,""060730075012"":4,""060730214001"":4,""060730071003"":4,""060730073023"":4,""060730178112"":4,""060730054002"":4,""060730074002"":4,""060730095041"":4,""060730071002"":4,""060855072061"":4}","{""060730074002"":7,""060730214001"":6,""060730130001"":4,""060730070022"":4,""530110406053"":4,""060730075021"":4,""410170011001"":4,""060730075012"":4,""060730089013"":4,""060730069001"":4,""060730169012"":4,""060730051002"":4,""060730054002"":4}",ALL OTHER SPECIALTY FOOD STORES,TRUXTUN RD,"{'06073008901': 5, '06073006900': 5, '06073014805': 5, '06073013000': 4, '06073007501': 4, '06073021400': 4, '06073007100': 4, '06073007302': 4, '06073017811': 4, '06073005400': 4, '06073007400': 4, '06073009504': 4, '06085507206': 4}",0.894303424
COLIMA'S MEXICAN FOOD AT UNIVERSITY INC,92104,60730009002,"{""060730004001"":4,""420430227021"":4,""060730031153"":4,""060730014003"":4,""060730027034"":4,""060730043002"":4}","{""060730034042"":5,""060730083611"":4,""060730032081"":4,""530299708002"":4,""060730014003"":4,""060730132034"":4,""060730008002"":4,""060730043002"":4}",FULL-SERVICE RESTAURANTS,UNIVERSITY AVE,"{'06073000400': 4, '42043022702': 4, '06073003115': 4, '06073001400': 4, '06073002703': 4, '06073004300': 4}",0.79016181
COLLEGE AVENUE BAPTIST CHURCH,92115,60730029044,"{""060730139072"":4,""060730097051"":4}",{},RELIGIOUS ORGANIZATIONS,COLLEGE AVE,"{'06073013907': 4, '06073009705': 4}",0.497279308
COLLEGE PREP TUTORING,92130,60730083302,"{""060730083404"":4,""060730170442"":4,""060730083302"":4}","{""060730083302"":4,""060730083404"":4}",EXAM PREPARATION & TUTORING,VIA CANDIDIZ nan,"{'06073008340': 4, '06073017044': 4, '06073008330': 4}",0.282756842
COLLISION AUTOBODY & PAINT,92105,60730022011,"{""060730021004"":4}",{},AUTOMOTIVE BODY/PAINT/INTERIOR & GLASS REPAIR,40TH ST,{'06073002100': 4},0.214543803
COLOMBIA WIRELESS,92173,60730100151,"{""060374055004"":8,""060710020351"":7,""060379103022"":4,""060730100111"":4,""060372723021"":4,""060730131043"":4,""060590423131"":4,""060730033012"":4,""060710044033"":4,""060374335041"":4}","{""060710044033"":4,""060730125012"":4,""060372723021"":4,""060730053003"":4,""060730101062"":4,""060730100094"":4,""060730101033"":4,""060730219001"":4,""060730131044"":4,""060730123031"":4,""060730133102"":4,""060730051002"":4,""060730182002"":4}","RADIO, TELEVISION & OTHER ELECTRONICS STORES",E SAN YSIDRO BLVD,"{'06037405500': 8, '06071002035': 7, '06037910302': 4, '06073010011': 4, '06037272302': 4, '06073013104': 4, '06059042313': 4, '06073003301': 4, '06071004403': 4, '06037433504': 4}",0.85594318
COLOR ME SYLVIA,92101,60730065003,{},{},BEAUTY SHOPS - BOOTH RENTAL,HANCOCK ST,{},0
COLOR NAILS & SPA,92130,60730083292,"{""060730215002"":5,""060710023043"":4,""060730083311"":4,""060730170301"":4,""060730170291"":4,""060730083281"":4,""060730083293"":4,""060670071041"":4,""060730170304"":4,""060730215001"":4,""060730083332"":4,""060730083291"":4}","{""060730026021"":4}",NAIL SALONS,VALLEY CENTRE DR,"{'06073021500': 5, '06071002304': 4, '06073008331': 4, '06073017030': 4, '06073017029': 4, '06073008328': 4, '06073008329': 4, '06067007104': 4, '06073008333': 4}",0.590875145
COLORATIONS,92126,60730083582,{},{},BEAUTY SALONS,MIRA MESA BLVD,{},0
COLSTONE CREAMERY,92109,60730079052,"{""060730166081"":5,""060730039023"":4}","{""060730039023"":4,""060730166081"":4,""060730079051"":4}",SNACK & NONALCOHOLIC BEVERAGE BARS,MISSION BLVD,"{'06073016608': 5, '06073003902': 4}",0.576493715
COLUMBIA CARE DISPENSARY,92109,60730078002,"{""060730054002"":4,""060730100142"":4}","{""060730085071"":4}",CANNABIS OUTLET,DE SOTO ST,"{'06073005400': 4, '06073010014': 4}",0.664017265
COMFORCARE HOME CARE DEL MAR,92131,60730170225,"{""060730042002"":4}","{""060730170225"":4}",INDIVIDUAL & FAMILY SERVICES,BUSINESSPARK AVE,{'06073004200': 4},0.271305521
